source_split,filename,filepath,x1,y1,x2,y2,width_px,height_px
raw_images,035.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\035.jpg,269.5557861328125,205.87615966796875,677.7125854492188,533.7620239257812,408.15679931640625,327.8858642578125
raw_images,036.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\036.jpg,194.7819366455078,120.4191665649414,882.2060546875,714.9500122070312,687.4241180419922,594.5308456420898
raw_images,036.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\036.jpg,185.4738311767578,93.99092102050781,588.89306640625,768.0,403.4192352294922,674.0090789794922
raw_images,036.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\036.jpg,293.0122985839844,379.3503723144531,597.1007080078125,767.7199096679688,304.0884094238281,388.3695373535156
raw_images,037.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\037.jpg,182.35206604003906,36.7381591796875,476.7226257324219,814.1726684570312,294.3705596923828,777.4345092773438
raw_images,038.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\038.jpg,288.00042724609375,56.69868850708008,812.4934692382812,656.8504638671875,524.4930419921875,600.1517753601074
raw_images,039.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\039.jpg,178.9952850341797,118.40708923339844,413.6102600097656,1065.62939453125,234.61497497558594,947.2223052978516
raw_images,039.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\039.jpg,189.7294921875,473.414794921875,425.3592224121094,1069.4173583984375,235.62973022460938,596.0025634765625
raw_images,040.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\040.jpg,64.39984893798828,50.89752960205078,472.3145446777344,996.3128051757812,407.9146957397461,945.4152755737305
raw_images,041.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\041.jpg,59.94062042236328,45.19732666015625,446.6666564941406,542.4169921875,386.72603607177734,497.21966552734375
raw_images,042.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\042.jpg,521.20458984375,72.07886505126953,975.108642578125,562.8485107421875,453.904052734375,490.76964569091797
raw_images,042.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\042.jpg,138.1935577392578,22.103317260742188,883.3181762695312,596.3165893554688,745.1246185302734,574.2132720947266
raw_images,042.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\042.jpg,134.81820678710938,34.043479919433594,766.8118896484375,736.4329833984375,631.9936828613281,702.3895034790039
raw_images,043.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\043.jpg,357.80438232421875,199.90243530273438,657.6072998046875,548.8994140625,299.80291748046875,348.9969787597656
raw_images,043.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\043.jpg,356.41253662109375,366.9491271972656,734.238037109375,543.1634521484375,377.82550048828125,176.21432495117188
raw_images,044.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\044.jpg,35.408782958984375,21.990394592285156,674.191650390625,811.9161376953125,638.7828674316406,789.9257431030273
raw_images,045.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\045.jpg,177.10659790039062,312.9960021972656,924.25732421875,981.2085571289062,747.1507263183594,668.2125549316406
raw_images,046.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\046.jpg,469.097412109375,110.12507629394531,1126.1683349609375,704.8135986328125,657.0709228515625,594.6885223388672
raw_images,047.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\047.jpg,38.37236404418945,168.73681640625,945.5277709960938,614.7447509765625,907.1554069519043,446.0079345703125
raw_images,048.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\048.jpg,356.89569091796875,40.85240936279297,631.8355102539062,986.6963500976562,274.9398193359375,945.8439407348633
raw_images,049.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\049.jpg,222.2913360595703,173.48812866210938,565.8062133789062,1037.826416015625,343.51487731933594,864.3382873535156
raw_images,050.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\050.jpg,332.7959289550781,171.511474609375,784.951416015625,1147.7076416015625,452.1554870605469,976.1961669921875
raw_images,051.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\051.jpg,93.78730773925781,198.41184997558594,401.8497619628906,927.1189575195312,308.0624542236328,728.7071075439453
raw_images,052.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\052.jpg,229.53814697265625,426.3672790527344,1085.85546875,670.7531127929688,856.3173217773438,244.38583374023438
raw_images,053.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\053.jpg,341.7357177734375,151.49539184570312,934.2791748046875,922.8164672851562,592.54345703125,771.3210754394531
raw_images,054.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\054.jpg,292.12652587890625,152.58616638183594,634.5147094726562,1187.8248291015625,342.38818359375,1035.2386627197266
raw_images,055.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\055.jpg,194.44520568847656,96.70939636230469,977.8140869140625,396.8075866699219,783.3688812255859,300.0981903076172
raw_images,056.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\056.jpg,1.6724985837936401,108.0691909790039,813.7460327148438,466.2456970214844,812.0735341310501,358.17650604248047
raw_images,057.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\057.jpg,49.23684310913086,158.09239196777344,941.1905517578125,663.021484375,891.9537086486816,504.92909240722656
raw_images,058.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\058.jpg,201.21815490722656,413.4759521484375,579.719970703125,951.3717041015625,378.50181579589844,537.895751953125
raw_images,058.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\058.jpg,201.47702026367188,170.35162353515625,581.1199951171875,954.0523681640625,379.6429748535156,783.7007446289062
raw_images,059.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\059.jpg,398.73095703125,21.87472915649414,999.7368774414062,834.6659545898438,601.0059204101562,812.7912254333496
raw_images,060.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\060.jpg,614.4559326171875,161.1848907470703,1256.6029052734375,841.9766235351562,642.14697265625,680.7917327880859
raw_images,061.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\061.jpg,278.7107849121094,162.99758911132812,602.3467407226562,1198.6861572265625,323.6359558105469,1035.6885681152344
raw_images,062.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\062.jpg,69.06211853027344,178.31613159179688,963.6949462890625,680.5777587890625,894.6328277587891,502.2616271972656
raw_images,063.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\063.jpg,126.93196105957031,324.38543701171875,984.8087158203125,542.1383666992188,857.8767547607422,217.7529296875
raw_images,064.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\064.jpg,331.7618713378906,83.57512664794922,915.3768920898438,833.754638671875,583.6150207519531,750.1795120239258
raw_images,065.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\065.jpg,383.24627685546875,96.77996063232422,1022.3264770507812,765.9154663085938,639.0802001953125,669.1355056762695
raw_images,066.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\066.jpg,286.74261474609375,64.25357818603516,897.8012084960938,869.8215942382812,611.05859375,805.5680160522461
raw_images,067.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\067.jpg,310.79144287109375,131.86941528320312,655.6718139648438,464.9519348144531,344.88037109375,333.08251953125
raw_images,067.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\067.jpg,297.3117980957031,202.5161895751953,710.1072998046875,470.2305603027344,412.7955017089844,267.71437072753906
raw_images,068.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\068.jpg,181.88165283203125,104.73340606689453,946.178466796875,387.05029296875,764.2968139648438,282.31688690185547
raw_images,068.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\068.jpg,165.03671264648438,0.0,981.862060546875,237.9328155517578,816.8253479003906,237.9328155517578
raw_images,069.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\069.jpg,96.9767837524414,84.34879302978516,917.2864379882812,440.9927978515625,820.3096542358398,356.64400482177734
raw_images,070.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\070.jpg,244.8983917236328,208.40402221679688,620.5205078125,1046.8453369140625,375.6221160888672,838.4413146972656
raw_images,070.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\070.jpg,245.85020446777344,517.0304565429688,618.9583740234375,1046.0068359375,373.10816955566406,528.9763793945312
raw_images,071.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\071.jpg,203.81504821777344,46.22303771972656,677.2832641601562,896.4558715820312,473.4682159423828,850.2328338623047
raw_images,072.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\072.jpg,250.21250915527344,47.945003509521484,802.4896240234375,796.714111328125,552.2771148681641,748.7691078186035
raw_images,073.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\073.jpg,331.5143127441406,12.32386589050293,844.2230224609375,972.531494140625,512.7087097167969,960.2076282501221
raw_images,074.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\074.jpg,452.84124755859375,203.9976348876953,1169.9251708984375,862.9263305664062,717.0839233398438,658.9286956787109
raw_images,075.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\075.jpg,251.5904083251953,132.11854553222656,780.9891967773438,573.0433349609375,529.3987884521484,440.92478942871094
raw_images,076.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\076.jpg,469.08953857421875,261.41656494140625,758.4746704101562,604.6448364257812,289.3851318359375,343.228271484375
raw_images,077.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\077.jpg,562.1165161132812,791.7073364257812,1407.50390625,1299.2042236328125,845.3873901367188,507.49688720703125
raw_images,077.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\077.jpg,1125.6116943359375,18.087661743164062,1510.52783203125,665.8212890625,384.9161376953125,647.7336273193359
raw_images,078.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\078.jpg,423.246826171875,629.955810546875,1130.937744140625,1282.413818359375,707.69091796875,652.4580078125
raw_images,078.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\078.jpg,493.7808837890625,116.70543670654297,805.1054077148438,1134.12548828125,311.32452392578125,1017.420051574707
raw_images,078.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\078.jpg,248.13113403320312,671.7050170898438,794.9606323242188,1084.75439453125,546.8294982910156,413.04937744140625
raw_images,078.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\078.jpg,250.06951904296875,671.1452026367188,796.1279907226562,1269.2447509765625,546.0584716796875,598.0995483398438
raw_images,078.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\078.jpg,699.6293334960938,772.0087890625,878.6849365234375,1440.5567626953125,179.05560302734375,668.5479736328125
raw_images,079.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\079.jpg,346.1343994140625,227.71987915039062,934.3233642578125,861.1939086914062,588.18896484375,633.4740295410156
raw_images,079.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\079.jpg,760.4583740234375,328.8820495605469,1137.4742431640625,755.4727172851562,377.015869140625,426.5906677246094
raw_images,079.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\079.jpg,556.5225830078125,245.94235229492188,931.5535278320312,661.9209594726562,375.03094482421875,415.9786071777344
raw_images,080.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\080.jpg,387.8469543457031,519.7498779296875,1214.6826171875,982.748046875,826.8356628417969,462.9981689453125
raw_images,080.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\080.jpg,235.48141479492188,240.35546875,988.1791381835938,590.9429931640625,752.6977233886719,350.5875244140625
raw_images,080.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\080.jpg,620.2339477539062,240.65699768066406,983.1546630859375,562.2710571289062,362.92071533203125,321.6140594482422
raw_images,080.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\080.jpg,630.1376953125,223.22418212890625,835.5586547851562,495.33642578125,205.42095947265625,272.11224365234375
raw_images,080.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\080.jpg,235.8991241455078,379.0565490722656,993.7451171875,599.3474731445312,757.8459930419922,220.29092407226562
raw_images,081.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\081.jpg,316.54107666015625,352.9299621582031,629.25341796875,1012.2481689453125,312.71234130859375,659.3182067871094
raw_images,081.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\081.jpg,803.8392944335938,571.8460693359375,1662.1610107421875,938.6478881835938,858.3217163085938,366.80181884765625
raw_images,081.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\081.jpg,531.8798828125,207.3383026123047,915.139892578125,1024.2393798828125,383.260009765625,816.9010772705078
raw_images,082.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\082.jpg,779.925537109375,91.9893569946289,1049.5447998046875,1070.9244384765625,269.6192626953125,978.9350814819336
raw_images,082.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\082.jpg,499.2440185546875,65.18876647949219,1044.49462890625,559.4593505859375,545.2506103515625,494.2705841064453
raw_images,083.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\083.jpg,25.01296043395996,187.89691162109375,813.4139404296875,812.3643798828125,788.4009799957275,624.4674682617188
raw_images,083.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\083.jpg,835.929931640625,345.83819580078125,1141.2427978515625,610.4927368164062,305.3128662109375,264.654541015625
raw_images,083.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\083.jpg,623.1587524414062,222.4452362060547,1440.990234375,470.4093017578125,817.8314819335938,247.9640655517578
raw_images,084.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\084.jpg,1168.0523681640625,635.2744140625,1701.2076416015625,1311.231689453125,533.1552734375,675.957275390625
raw_images,084.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\084.jpg,136.7947998046875,338.7054138183594,1118.363037109375,643.5260009765625,981.5682373046875,304.8205871582031
raw_images,084.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\084.jpg,1148.6912841796875,584.3480834960938,1910.78759765625,1048.6597900390625,762.0963134765625,464.31170654296875
raw_images,084.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\084.jpg,782.7706298828125,540.2568359375,1451.7303466796875,795.7506713867188,668.959716796875,255.49383544921875
raw_images,084.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\084.jpg,1173.619873046875,615.2874755859375,1692.4312744140625,1021.4622802734375,518.8114013671875,406.1748046875
raw_images,084.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\084.jpg,821.2984008789062,876.5052490234375,1452.200439453125,1233.1937255859375,630.9020385742188,356.6884765625
raw_images,084.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\084.jpg,817.6746215820312,862.5252075195312,1707.6986083984375,1304.3729248046875,890.0239868164062,441.84771728515625
raw_images,085.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\085.jpg,429.7881774902344,242.34608459472656,962.8569946289062,740.64306640625,533.0688171386719,498.29698181152344
raw_images,085.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\085.jpg,101.29157257080078,317.9570007324219,962.1883544921875,728.93115234375,860.8967819213867,410.9741516113281
raw_images,085.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\085.jpg,443.49188232421875,31.69502067565918,953.1734008789062,443.84674072265625,509.6815185546875,412.15172004699707
raw_images,085.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\085.jpg,428.00006103515625,25.164087295532227,1174.5277099609375,482.115966796875,746.5276489257812,456.9518795013428
raw_images,085.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\085.jpg,92.85105895996094,325.25164794921875,760.2568359375,659.5921630859375,667.4057769775391,334.34051513671875
raw_images,085.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\085.jpg,436.359619140625,41.72282028198242,957.8671264648438,739.211669921875,521.5075073242188,697.4888496398926
raw_images,086.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\086.jpg,27.16132164001465,291.6806945800781,992.2889404296875,598.47607421875,965.1276187896729,306.7953796386719
raw_images,086.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\086.jpg,619.3369140625,493.4133605957031,1201.9578857421875,724.6132202148438,582.6209716796875,231.19985961914062
raw_images,086.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\086.jpg,655.1436157226562,313.1203308105469,1201.265869140625,718.3306274414062,546.1222534179688,405.2102966308594
raw_images,086.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\086.jpg,1061.982666015625,533.87255859375,1201.9383544921875,897.0994873046875,139.9556884765625,363.2269287109375
raw_images,087.jpg,C:\Users\Alwan Fauzi\Documents\GitHub\finalfixpkl\Catfish_baby_images\087.jpg,375.48260498046875,554.8841552734375,1014.950927734375,1012.4357299804688,639.4683227539062,457.55157470703125
